2011	672,0	46,23	17193	NA
2011	655,0	43,13	17248	O3
2011	619,0	43,03	16993	G3
2011	576,0	40,06	16421	M8
2011	622,0	40,32	15802	G11
2011	606,0	44,43	17590	NA
2011	670,0	44,26	17921	G3
2011	569,3	42,18	16404	NA
2011	452,8	32,71	12884	NA
2012	432,7	22,90	9181	NA
2012	665,0	44,87	19065	S6
2012	530,0	37,96	16281	G3
2012	587,0	41,96	17787	G3
2012	234,8	18,00	7594	L1
2012	222,1	16,39	7210	M10
2012	335,0	24,05	9948	G9
2012	510,8	34,71	14401	D1
2012	634,0	44,90	18719	D1
2012	596,7	43,19	18783	L2
2012	558,0	38,18	17177	G3
2012	702,0	45,02	20259	NA
2012	518,0	33,08	14287	G12
2012	628,0	42,72	18928	N3
2012	272,0	18,93	8180	O12
2012	631,0	44,09	18557	D1
2012	671,4	43,48	18736	G12
2012	371,5	24,78	10306	NA
2012	597,0	38,67	15851	G12
2012	528,0	34,17	13691	P1
2012	220,0	16,68	6752	P2
2012	390,0	22,80	9231	P3
2012	523,0	33,38	13783	D1
2012	571,0	35,82	15363	E1
2012	410,0	26,66	11061	E2
2012	575,0	35,40	15183	E3
2012	626,0	38,98	16680	D1
2012	377,5	26,23	11355	NA
2012	618,0	42,24	18793	O3
2012	618,0	40,23	17576	O3
2012	542,0	43,20	17884	E4
2012	477,0	29,99	11756	E5
2012	680,0	46,92	18951	D1
2012	601,0	45,99	18391	P2
2012	357,0	19,75	8000	NA
2013	532,0	44,80	18408	D1
2013	355,6	27,49	11378	D1
2013	601,0	41,50	17000	V1
2013	666,8	44,50	18600	V1
2013	508,0	35,27	14000	V2
2013	499,0	35,53	14000	V1
2013	645,0	47,55	19253	NA
2013	497,1	31,02	12622	NA
2013	635,0	41,34	17069	D1
2013	480,0	31,56	13000	V2
2013	402,9	28,91	11969	NA
2013	606,8	42,85	17779	D1
2013	648,0	44,47	18406	E1
2013	520,4	33,46	13737	E6
2013	596,0	39,15	15578	NA
2013	537,0	33,18	13335	E7
2013	388,0	29,00	11771	E1
2013	404,0	30,22	12327	S7
2013	583,0	37,41	15260	E8
